model,train_grid,test_grid,unseen,seed,regime,num_layers,hidden,learning_rate,normalize,nrmse,mse,mae,nrmse_P,nrmse_Q,nrmse_V,nrmse_theta,mse_P,mse_Q,mse_V,mse_theta,mae_P,mae_Q,mae_V,mae_theta
gin,IEEE24,IEEE118,True,300,B,3,128,0.001,pu_zscore,0.1184608489274978,87319.65625,77.01939392089844,0.0835463926196098,0.0584821552038192,0.1157481893897056,0.5331506729125977,274111.8125,38417.12890625,0.0006607328541576,36749.65234375,47.89858627319336,86.21929931640625,0.0137738632038235,173.94590759277344
gin,IEEE24,UK,True,300,B,3,128,0.001,pu_zscore,0.241534411907196,11657687.0,1461.099365234375,0.0786929801106453,0.3276699483394623,16.855098724365234,27.602863311767575,12443267.0,14339273.0,0.4631261825561523,19848208.0,577.3167114257812,2128.23095703125,0.2215232253074646,3138.627685546875
gin,IEEE24,IEEE24,False,700,B,3,128,0.001,pu_zscore,0.0106740351766347,53.86851119995117,1.3417179584503174,0.0061621153727173,0.0115662273019552,0.0163497868925333,0.0268495921045541,160.12728881835938,50.3542366027832,5.630667601508321e-06,4.9925079345703125,1.581507682800293,2.5697596073150635,0.00092668592697,1.2146782875061035
gin,IEEE24,IEEE39,True,700,B,3,128,0.001,pu_zscore,0.1156301945447921,19772.9140625,38.526512145996094,0.0580168589949607,0.1176318004727363,0.2853504419326782,0.4968615472316742,28170.375,47847.48828125,0.0056161945685744,3073.78466796875,26.363773345947266,79.15030670166016,0.0483412258327007,48.54363632202149
gin,IEEE24,IEEE118,True,700,B,3,128,0.001,pu_zscore,0.1276385188102722,101373.828125,105.21110534667967,0.0770700946450233,0.1060849949717521,0.1048593893647193,0.5953327417373657,233262.078125,126411.359375,0.0005422657122835,45821.87890625,44.21979904174805,182.37063598632807,0.0129553349688649,194.2410430908203
gin,IEEE24,UK,True,700,B,3,128,0.001,pu_zscore,0.2373536825180053,11257612.0,1206.0802001953125,0.1191744431853294,0.3155544102191925,24.67595672607422,11.072227478027344,28538338.0,13298492.0,0.9926238656044006,3193618.75,975.9168090820312,2572.31103515625,0.331787496805191,1275.7613525390625
gin,IEEE24,IEEE24,False,1000,B,3,128,0.001,pu_zscore,0.0109223630279302,56.40413284301758,1.447230577468872,0.0062616476789116,0.012117737904191,0.0178983230143785,0.0268800090998411,165.3419189453125,55.27078628540039,6.747772204107605e-06,5.00382661819458,1.805019974708557,2.6896419525146484,0.0009536952711641,1.2933069467544556
gin,IEEE24,IEEE39,True,1000,B,3,128,0.001,pu_zscore,0.1250095665454864,23110.78125,41.758445739746094,0.0693723410367965,0.1171963289380073,0.2483881711959839,0.6125783324241638,40276.984375,47493.88671875,0.0042554633691906,4672.248046875,31.691125869750977,73.95919799804688,0.0447665266692638,61.33869171142578
gin,IEEE24,IEEE118,True,1000,B,3,128,0.001,pu_zscore,0.1189853549003601,88094.6171875,76.46773529052734,0.0847468748688697,0.0605658330023288,0.1105660051107406,0.4746648371219635,282045.84375,41203.44921875,0.0006028936477378,29129.12890625,48.601524353027344,97.51435089111328,0.014010090380907,159.74105834960938
gin,IEEE24,UK,True,1000,B,3,128,0.001,pu_zscore,0.3402696847915649,23136668.0,2116.884033203125,0.0558193698525428,0.7267630696296692,6.780449390411377,24.5848331451416,6260835.0,70540672.0,0.0749469026923179,15745177.0,364.0556335449219,5139.91259765625,0.0821848511695861,2963.486328125
