model,grid,seed,regime,num_layers,hidden,learning_rate,nrmse,mse,mae,nrmse_P,nrmse_Q,nrmse_V,nrmse_theta,mse_P,mse_Q,mse_V,mse_theta,mae_P,mae_Q,mae_V,mae_theta
transformer,IEEE39,100,A,2,128,0.001,0.0132105313241481,265.4211730957031,1.8339818716049197,0.0005872559850104,0.0169723723083734,0.6730077266693115,0.027708875015378,2.9365296363830566,1050.2083740234375,0.0290136635303497,8.51060962677002,0.2082046419382095,5.434510707855225,0.089906021952629,1.603305697441101
transformer,IEEE39,300,A,2,128,0.001,0.0139932781457901,297.8063659667969,2.761376142501831,0.000868403352797,0.0176618378609418,0.7480229139328003,0.0654627755284309,6.421293258666992,1137.2662353515625,0.0358420126140117,47.50198745727539,0.4018175303936004,6.9160332679748535,0.1124419644474983,3.615212440490722
transformer,IEEE39,700,A,2,128,0.001,0.0129702659323811,255.8543243408203,1.999969244003296,0.0008081286214292,0.0165209341794252,0.6684999465942383,0.0452975369989872,5.560841083526611,995.08349609375,0.0286263078451156,22.744274139404297,0.3037705421447754,5.2651472091674805,0.1024315804243087,2.3285279273986816
transformer,IEEE39,1000,A,2,128,0.001,0.0135054849088191,277.4057006835937,2.362578630447388,0.000659886514768,0.0172132365405559,0.4433017373085022,0.048126932233572,3.707814693450928,1080.22802734375,0.0125881368294358,25.67433738708496,0.2454411834478378,6.813826084136963,0.0640908107161521,2.326955795288086
transformer,IEEE118,0,A,2,128,0.001,0.0031002429313957,54.14713287353516,1.043565273284912,0.0008698049932718,0.004181963391602,0.4241876602172851,0.0216495506465435,28.81869125366211,172.7977294921875,0.0079080779105424,14.96422004699707,0.3238449394702911,1.6760350465774536,0.053693737834692,2.120687484741211
transformer,IEEE118,100,A,2,128,0.001,0.0027492616791278,42.581031799316406,1.3644769191741943,0.0007871476700529,0.0035334764979779,0.6404152512550354,0.0270391721278429,23.6016788482666,123.36217498779295,0.0180251225829124,23.342269897460938,0.3879315853118896,2.082580804824829,0.0782446339726448,2.9091506004333496
transformer,IEEE118,300,A,2,128,0.001,0.0022512529976665,28.551742553710938,1.001192569732666,0.0007356710848398,0.0027981465682387,0.5514707565307617,0.0225379485636949,20.61568832397461,77.36035919189453,0.0133659495040774,16.21754264831543,0.3555273115634918,1.568994641304016,0.0648697689175605,2.015378475189209
transformer,IEEE118,700,A,2,128,0.001,0.0016234635841101,14.84803867340088,0.9175443649291992,0.0003482921165414,0.0020220568403601,0.4007976651191711,0.0212123058736324,4.620806217193604,40.398414611816406,0.0070600095205008,14.365875244140623,0.1544940769672393,1.212855577468872,0.0469415560364723,2.2558865547180176
transformer,IEEE118,1000,A,2,128,0.001,0.0023128625471144,30.1358642578125,0.9829310178756714,0.0006159297772683,0.0029815742745995,0.5152515769004822,0.0239057391881942,14.450833320617676,87.83525848388672,0.0116679230704903,18.24570655822754,0.2034665495157241,1.3728350400924685,0.0625951141119003,2.2928273677825928
transformer,UK,0,A,2,128,0.001,0.0013919294578954,458.7720642089844,7.1487531661987305,0.0002738961193244,0.0029094405472278,46.97884368896485,0.0618583783507347,171.64263916015625,1554.55810546875,1.8725131750106807,107.0151596069336,1.9158556461334229,19.250333786010746,0.3635320365428924,7.065291404724121
transformer,UK,100,A,2,128,0.001,0.0019133638124912,866.8773193359375,8.977603912353516,0.0006870356155559,0.0035432188306003,29.352275848388672,0.053886167705059,1079.970458984375,2305.599365234375,0.7309772372245789,81.2087631225586,5.160985469818115,24.21056365966797,0.2693944871425628,6.269472122192383
transformer,UK,300,A,2,128,0.001,0.0413689240813255,405238.6875,110.89441680908205,0.0237334202975034,0.0423506163060665,252.29641723632807,0.3134211897850036,1288766.0,329387.6875,54.00605773925781,2747.292724609375,124.8132095336914,276.0063171386719,2.413771152496338,40.3443603515625
transformer,UK,700,A,2,128,0.001,0.0049634017050266,5833.39501953125,16.152809143066406,0.0017483815317973,0.0093359183520078,78.23777770996094,0.1082432568073272,6994.00341796875,16006.7080078125,5.193418502807617,327.6800231933594,8.97629165649414,42.15809631347656,0.7104857563972473,12.766353607177734
transformer,UK,1000,A,2,128,0.001,0.0026891273446381,1712.3211669921875,12.769861221313477,0.0003304353449493,0.0058547281660139,83.10621643066406,0.1033156514167785,249.81951904296875,6295.08154296875,5.859860420227051,298.5248413085937,1.905243992805481,35.98228073120117,0.6770220994949341,12.514900207519531
arma_gnn,IEEE24,0,A,8,128,0.001,0.0005068267928436,0.1417033523321151,0.096458576619625,0.0002649386879056,0.000644312123768,0.4399604797363281,0.0023012289311736,0.3446520864963531,0.1985386908054351,0.0023509308230131,0.0212716422975063,0.0941324979066848,0.1676977574825287,0.0252874493598938,0.0987165868282318
arma_gnn,IEEE39,0,A,8,128,0.001,0.0002904443535953,0.1282982975244522,0.1106296330690383,9.973791020456702e-05,0.0002880828978959,0.3389029204845428,0.0032704942859709,0.0847032442688942,0.302569568157196,0.0073572108522057,0.1185631453990936,0.0237327832728624,0.1544080674648285,0.0528212264180183,0.21155646443367
arma_gnn,IEEE118,0,A,8,128,0.001,0.0012002331204712,8.115499496459961,0.5479512810707092,0.0002212457911809,0.0015957877039909,0.407229483127594,0.013040286488831,1.8645777702331543,25.16099548339844,0.0072884196415543,5.429133892059326,0.1047479733824729,0.900740921497345,0.0511437468230724,1.1351726055145264
arma_gnn,UK,0,A,8,128,0.001,0.0008073588833212,154.34613037109375,3.5786688327789307,0.00039578351425,0.0011074321810156,19.246479034423828,0.0345796048641204,358.40069580078125,225.2279052734375,0.3142844438552856,33.44169998168945,3.104871988296509,7.42772912979126,0.1776034832000732,3.604470729827881
