model,held_out_grid,seed,regime,num_layers,hidden,learning_rate,nrmse,mse,mae,nrmse_P,nrmse_Q,nrmse_V,nrmse_theta,mse_P,mse_Q,mse_V,mse_theta,mae_P,mae_Q,mae_V,mae_theta
arma_gnn,IEEE24,700,B,8,128,0.001,0.1551608741283416,14129.2216796875,23.865249633789062,0.1013527885079383,0.1092179268598556,3.359524726867676,0.2170184403657913,48527.16015625,7574.90576171875,0.2480256110429763,414.58099365234375,43.01604080200195,36.15520477294922,0.2750000953674316,16.014745712280273
arma_gnn,IEEE39,700,B,8,128,0.001,0.1219997182488441,24170.810546875,34.70572280883789,0.0773749873042106,0.1011752262711525,4.50105094909668,0.4116483628749847,51662.828125,42494.109375,1.5638983249664309,2524.7431640625,34.86402130126953,63.66901779174805,0.8023353219032288,39.48750686645508
arma_gnn,IEEE118,700,B,8,128,0.001,0.1023575663566589,60197.76953125,47.89833831787109,0.0693853572010994,0.0670887902379036,1.016732931137085,0.5381779670715332,185154.4375,46276.734375,0.0625877603888511,9359.8359375,39.18680191040039,61.50138092041016,0.1714642494916916,90.73369598388672
arma_gnn,UK,700,B,8,128,0.001,0.1477166563272476,5910487.0,592.9058227539062,0.0898516029119491,0.1192419975996017,122.60879516601562,3.197103500366211,19300978.0,3990481.75,23.76825523376465,350464.71875,752.6448974609375,1134.6392822265625,1.3814126253128052,482.957763671875
nnconv,IEEE24,0,B,2,128,0.001,0.1612475961446762,15259.5,32.832115173339844,0.1045588031411171,0.0914217457175254,26.232675552368164,0.6799381375312805,51645.76171875,5307.47998046875,15.122584342956545,4069.629638671875,44.3021125793457,37.46309280395508,2.019959688186645,47.54328536987305
nnconv,IEEE39,0,B,2,128,0.001,6.599020481109619,70718432.0,785.8530883789062,5.698826313018799,0.778307318687439,42.55387878417969,2.6867918968200684,280251392.0,2514679.25,139.78448486328125,107555.4609375,2642.489990234375,340.0837097167969,6.566423416137695,154.2720489501953
nnconv,IEEE118,0,B,2,128,0.001,0.1024378985166549,60292.296875,47.812294006347656,0.0694696307182312,0.066783607006073,4.604672908782959,0.5480604767799377,185604.46875,45856.671875,1.2837285995483398,9706.740234375,39.23533248901367,60.68378829956055,0.5150133371353149,90.8150405883789
nnconv,UK,0,B,2,128,0.001,0.1500043272972107,6094975.0,570.0639038085938,0.0910301357507705,0.1228359267115593,94.18641662597656,3.124008655548096,19810614.0,4234651.5,14.025896072387695,334622.6875,763.5753173828125,1160.3203125,1.3004920482635498,355.0596618652344
nnconv,IEEE24,100,B,2,128,0.001,0.1883497536182403,20820.154296875,41.37311935424805,0.1105950847268104,0.0784874781966209,36.09634780883789,1.5649728775024414,57781.0078125,3911.921630859375,28.633033752441406,21559.052734375,46.89104080200195,30.615184783935547,2.596542835235596,85.38970947265625
nnconv,IEEE39,100,B,2,128,0.001,5.277587890625,45231868.0,678.8944091796875,4.523483753204346,1.0070289373397827,61.20354843139648,3.118381977081299,176572464.0,4209827.0,289.1571044921875,144884.875,2077.52783203125,427.0079345703125,9.668429374694824,201.3732147216797
nnconv,IEEE118,100,B,2,128,0.001,0.1026284918189048,60516.86328125,48.42293930053711,0.0695311948657035,0.0670451521873474,3.488095760345459,0.5539546608924866,185933.5625,46216.55859375,0.736635148525238,9916.646484375,39.26945495605469,61.13838958740234,0.5788466930389404,92.70506286621094
nnconv,UK,100,B,2,128,0.001,0.1492624431848526,6034834.5,535.55712890625,0.0910049974918365,0.1163830310106277,310.9933776855469,3.961498737335205,19799676.0,3801422.75,152.91720581054688,538083.8125,764.442138671875,1011.166748046875,4.273160457611084,362.3463745117188
nnconv,IEEE24,300,B,2,128,0.001,0.1710422933101654,17169.623046875,38.41350173950195,0.1015657037496566,0.1024072021245956,38.6937255859375,1.2270914316177368,48731.2578125,6659.634765625,32.9019775390625,13254.7001953125,43.15054321289063,35.22315216064453,2.8621532917022705,72.41815185546875
nnconv,IEEE39,300,B,2,128,0.001,6.236917972564697,63170400.0,706.0081176757812,5.408344268798828,0.2342471182346344,46.14676284790039,1.72209370136261,252409456.0,227786.953125,164.38534545898438,44185.3125,2519.52685546875,163.89418029785156,8.118156433105469,132.4933319091797
nnconv,IEEE118,300,B,2,128,0.001,0.102663055062294,60557.625,49.03578567504883,0.0694671720266342,0.0671186670660972,5.300323009490967,0.5650951266288757,185591.328125,46317.9609375,1.7009059190750122,10319.521484375,39.233394622802734,61.53445816040039,0.4985202550888061,94.8767547607422
nnconv,UK,300,B,2,128,0.001,0.1596899628639221,6907478.0,674.8168334960938,0.0886890888214111,0.1730861514806747,242.6102905273437,3.487727165222168,18804766.0,8407976.0,93.06201171875,417076.6875,739.8217163085938,1535.1475830078125,2.81048583984375,421.4878540039063
